,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
40202,3624,KJMS,medium_airport,Jamestown Regional Airport,46.92969894,-98.67819977,1500.0,,US,US-ND,Jamestown,yes,KJMS,JMS,KJMS,JMS,,https://en.wikipedia.org/wiki/Jamestown_Regional_Airport,
40205,20220,KJQF,medium_airport,Concord-Padgett Regional Airport,35.387798,-80.709099,705.0,,US,US-NC,Concord,yes,KJQF,USA,KJQF,JQF,http://www.concordnc.gov/Departments/Concord-Regional-Airport,https://en.wikipedia.org/wiki/Concord_Regional_Airport,"3N8, ""NASCAR's Airport"""
40208,3625,KJST,medium_airport,John Murtha Johnstown Cambria County Airport,40.31610107421875,-78.83390045166016,2284.0,,US,US-PA,Johnstown,yes,KJST,JST,KJST,JST,,https://en.wikipedia.org/wiki/Johnstown-Cambria_County_Airport,
40295,3627,KLAF,medium_airport,Purdue University Airport,40.412875,-86.939363,606.0,,US,US-IN,West Lafayette,yes,KLAF,LAF,KLAF,LAF,,https://en.wikipedia.org/wiki/Purdue_University_Airport,
40298,3629,KLAN,medium_airport,Capital Region International Airport,42.777582,-84.585721,861.0,,US,US-MI,Lansing,yes,KLAN,LAN,KLAN,LAN,https://flylansing.com,https://en.wikipedia.org/wiki/Lansing_Capital_City_Airport,"Lansing Capital City, Capital City"
40299,3630,KLAR,medium_airport,Laramie Regional Airport,41.31209945678711,-105.6750030517578,7284.0,,US,US-WY,Laramie,yes,KLAR,LAR,KLAR,LAR,,https://en.wikipedia.org/wiki/Laramie_Regional_Airport,
40300,3631,KLAS,large_airport,Harry Reid International Airport,36.083361,-115.151817,2181.0,,US,US-NV,Las Vegas,yes,KLAS,LAS,KLAS,LAS,https://www.harryreidairport.com/,https://en.wikipedia.org/wiki/Harry_Reid_International_Airport,McCarran International Airport
40301,20319,KLAW,medium_airport,Lawton Fort Sill Regional Airport,34.567699,-98.416603,1110.0,,US,US-OK,Lawton,yes,KLAW,LAW,KLAW,LAW,,https://en.wikipedia.org/wiki/Lawton-Fort_Sill_Regional_Airport,
40302,3632,KLAX,large_airport,Los Angeles International Airport,33.942501,-118.407997,125.0,,US,US-CA,Los Angeles,yes,KLAX,LAX,KLAX,LAX,https://www.flylax.com/,https://en.wikipedia.org/wiki/Los_Angeles_International_Airport,Tom Bradley
40303,3633,KLBB,medium_airport,Lubbock Preston Smith International Airport,33.663601,-101.822998,3282.0,,US,US-TX,Lubbock,yes,KLBB,LBB,KLBB,LBB,http://www.flylia.com/,https://en.wikipedia.org/wiki/Lubbock_Preston_Smith_International_Airport,
40304,3634,KLBE,medium_airport,Arnold Palmer Regional Airport,40.275902,-79.4048,1199.0,,US,US-PA,Latrobe,yes,KLBE,LBE,KLBE,LBE,,https://en.wikipedia.org/wiki/Arnold_Palmer_Regional_Airport,
40305,3635,KLBF,medium_airport,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,2777.0,,US,US-NE,North Platte,yes,KLBF,LBF,KLBF,LBF,,https://en.wikipedia.org/wiki/North_Platte_Regional_Airport,
40306,3636,KLBL,medium_airport,Liberal Mid-America Regional Airport,37.0442009,-100.9599991,2885.0,,US,US-KS,Liberal,yes,KLBL,LBL,KLBL,LBL,,https://en.wikipedia.org/wiki/Liberal_Municipal_Airport,
40312,3637,KLCH,medium_airport,Lake Charles Regional Airport,30.126100540161133,-93.22329711914062,15.0,,US,US-LA,Lake Charles,yes,KLCH,LCH,KLCH,LCH,,https://en.wikipedia.org/wiki/Lake_Charles_Regional_Airport,
40314,3638,KLCK,medium_airport,Rickenbacker International Airport,39.813801,-82.927803,744.0,,US,US-OH,Columbus,yes,KLCK,LCK,KLCK,LCK,https://flycolumbus.com/general-aviation/lck/,https://en.wikipedia.org/wiki/Rickenbacker_International_Airport,Lockbourne Army Air Field
40323,3640,KLEX,medium_airport,Blue Grass Airport,38.035066,-84.606738,979.0,,US,US-KY,Lexington,yes,KLEX,LEX,KLEX,LEX,http://www.bluegrassairport.com/,https://en.wikipedia.org/wiki/Blue_Grass_Airport,
40326,3642,KLFT,medium_airport,Lafayette Regional Airport,30.205299,-91.987602,42.0,,US,US-LA,Lafayette,yes,KLFT,LFT,KLFT,LFT,http://www.lftairport.com/Home,https://en.wikipedia.org/wiki/Lafayette_Regional_Airport,
40327,3643,KLGA,large_airport,LaGuardia Airport,40.777199,-73.872597,21.0,,US,US-NY,New York,yes,KLGA,LGA,KLGA,LGA,https://www.laguardiaairport.com/,https://en.wikipedia.org/wiki/LaGuardia_Airport,"Manhattan, New York City, NYC, Glenn H. Curtiss Airport, North Beach Airport, La Guardia"
40328,3644,KLGB,large_airport,Long Beach International Airport,33.816523,-118.149891,60.0,,US,US-CA,Long Beach,yes,KLGB,LGB,KLGB,LGB,http://www.lgb.org/,https://en.wikipedia.org/wiki/Long_Beach_Airport,Daugherty Field
40341,3645,KLIT,medium_airport,Bill & Hillary Clinton National Airport/Adams Field,34.729222,-92.223591,262.0,,US,US-AR,Little Rock,yes,KLIT,LIT,KLIT,LIT,https://clintonairport.com,https://en.wikipedia.org/wiki/Little_Rock_National_Airport,
40359,3647,KLNK,medium_airport,Lincoln Airport,40.844882,-96.76178,1219.0,,US,US-NE,Lincoln,yes,KLNK,LNK,KLNK,LNK,http://www.lincolnairport.com/,https://en.wikipedia.org/wiki/Lincoln_Airport_%28Nebraska%29,"Lincoln Army Air Field, Lincoln Air Force Base, 155th Air Refueling Wing, Lincoln Municpal"
40374,3651,KLRD,medium_airport,Laredo International Airport,27.5438,-99.461601,508.0,,US,US-TX,Laredo,yes,KLRD,LRD,KLRD,LRD,,https://en.wikipedia.org/wiki/Laredo_International_Airport,
40382,3654,KLSE,medium_airport,La Crosse Regional Airport,43.879002,-91.256699,655.0,,US,US-WI,La Crosse,yes,KLSE,LSE,KLSE,LSE,http://www.lseairport.com/,https://en.wikipedia.org/wiki/La_Crosse_Municipal_Airport,"airport, regional"
40403,20390,KLWB,medium_airport,Greenbrier Valley Airport,37.857914,-80.400438,2302.0,,US,US-WV,Lewisburg,yes,KLWB,LWB,KLWB,LWB,,https://en.wikipedia.org/wiki/Greenbrier_Valley_Airport,
40407,20393,KLWS,medium_airport,Lewiston Nez Perce County Airport,46.3745002746582,-117.01499938964844,1442.0,,US,US-ID,Lewiston,yes,KLWS,LWS,KLWS,LWS,,https://en.wikipedia.org/wiki/Lewiston-Nez_Perce_County_Airport,
40415,3662,KLYH,medium_airport,Lynchburg Regional Airport - Preston Glenn Field,37.326698,-79.200401,938.0,,US,US-VA,Lynchburg,yes,KLYH,LYH,KLYH,LYH,,https://en.wikipedia.org/wiki/Lynchburg_Regional_Airport,
40487,3663,KMAF,medium_airport,Midland International Air and Space Port,31.942499,-102.202003,2871.0,,US,US-TX,Midland,yes,KMAF,MAF,KMAF,MAF,https://flymaf.com,https://en.wikipedia.org/wiki/Midland_International_Airport,Midland International Airport
40496,3664,KMBS,medium_airport,MBS International Airport,43.533181,-84.083104,668.0,,US,US-MI,Freeland,yes,KMBS,MBS,KMBS,MBS,http://www.mbsairport.org/,https://en.wikipedia.org/wiki/MBS_International_Airport,"Tri City Airport, Midland, Bay City, Saginaw"
40504,3668,KMCI,large_airport,Kansas City International Airport,39.301699,-94.713893,1026.0,,US,US-MO,Kansas City,yes,KMCI,MCI,KMCI,MCI,http://www.flykci.com/,https://en.wikipedia.org/wiki/Kansas_City_International_Airport,
40507,3670,KMCO,large_airport,Orlando International Airport,28.429399490356445,-81.30899810791016,96.0,,US,US-FL,Orlando,yes,KMCO,MCO,KMCO,MCO,http://www.orlandoairports.net/,https://en.wikipedia.org/wiki/Orlando_International_Airport,"Disney World,Epcot Center"
40508,20482,KMCW,medium_airport,Mason City Municipal Airport,43.159801,-93.329716,1213.0,,US,US-IA,Mason City,yes,KMCW,MCW,KMCW,MCW,http://flymcw.com/,https://en.wikipedia.org/wiki/Mason_City_Municipal_Airport,
40517,3672,KMDT,medium_airport,Harrisburg International Airport,40.192838,-76.762333,310.0,,US,US-PA,Harrisburg,yes,KMDT,MDT,KMDT,MDT,http://www.flyhia.com/,https://en.wikipedia.org/wiki/Harrisburg_International_Airport,"Harrisburg, Lancaster, York, HIA, Middletown"
40518,3673,KMDW,large_airport,Chicago Midway International Airport,41.785999,-87.752403,620.0,,US,US-IL,Chicago,yes,KMDW,MDW,KMDW,MDW,https://www.flychicago.com/midway/home/pages/default.aspx,https://en.wikipedia.org/wiki/Midway_International_Airport,CHI
40521,3674,KMEI,medium_airport,Key Field / Meridian Regional Airport,32.3326,-88.7519,297.0,,US,US-MS,Meridian,yes,KMEI,MEI,KMEI,MEI,,https://en.wikipedia.org/wiki/Meridian_Regional_Airport,
40523,3675,KMEM,large_airport,Memphis International Airport,35.043845,-89.97634,341.0,,US,US-TN,Memphis,yes,KMEM,MEM,KMEM,MEM,https://flymemphis.com/,https://en.wikipedia.org/wiki/Memphis_International_Airport,
40529,3678,KMFE,medium_airport,McAllen Miller International Airport,26.176141,-98.237965,107.0,,US,US-TX,McAllen,yes,KMFE,MFE,KMFE,MFE,,https://en.wikipedia.org/wiki/McAllen-Miller_International_Airport,
40531,3679,KMFR,medium_airport,Rogue Valley International-Medford Airport,42.374199,-122.873001,1335.0,,US,US-OR,Medford,yes,KMFR,MFR,KMFR,MFR,https://flymfr.com,https://en.wikipedia.org/wiki/Rogue_Valley_International-Medford_Airport,
40537,3681,KMGM,medium_airport,Montgomery Regional (Dannelly Field) Airport,32.300598,-86.393997,221.0,,US,US-AL,Montgomery,yes,KMGM,MGM,KMGM,MGM,http://www.flymgm.com/,https://en.wikipedia.org/wiki/Montgomery_Regional_Airport,
40540,3682,KMGW,medium_airport,Morgantown Municipal Airport Walter L. (Bill) Hart Field,39.643305,-79.917598,1248.0,,US,US-WV,Morgantown,yes,KMGW,MGW,KMGW,MGW,,https://en.wikipedia.org/wiki/Morgantown_Municipal_Airport,
40543,3683,KMHK,medium_airport,Manhattan Regional Airport,39.14099884033203,-96.6707992553711,1057.0,,US,US-KS,Manhattan,yes,KMHK,MHK,KMHK,MHK,,https://en.wikipedia.org/wiki/Manhattan_Regional_Airport,
40547,3684,KMHT,medium_airport,Manchester-Boston Regional Airport,42.932598,-71.435699,266.0,,US,US-NH,Manchester,yes,KMHT,MHT,KMHT,MHT,https://flymanchester.com,https://en.wikipedia.org/wiki/Manchester-Boston_Regional_Airport,Manchester Airport
40549,3685,KMIA,large_airport,Miami International Airport,25.796011,-80.289751,8.0,,US,US-FL,Miami,yes,KMIA,MIA,KMIA,MIA,https://www.miami-airport.com/,https://en.wikipedia.org/wiki/Miami_International_Airport,"MFW, South Florida, Wilcox Field, Pan American Field"
40562,3690,KMKE,large_airport,General Mitchell International Airport,42.947201,-87.896599,723.0,,US,US-WI,Milwaukee,yes,KMKE,MKE,KMKE,MKE,https://www.mitchellairport.com/,https://en.wikipedia.org/wiki/General_Mitchell_International_Airport,
40572,3693,KMLB,medium_airport,Melbourne Orlando International Airport,28.102009,-80.641088,33.0,,US,US-FL,Melbourne,yes,KMLB,MLB,KMLB,MLB,https://www.mlbair.com/,https://en.wikipedia.org/wiki/Melbourne_International_Airport,
40577,3695,KMLI,medium_airport,Quad City International Airport,41.448502,-90.5075,590.0,,US,US-IL,Moline,yes,KMLI,MLI,KMLI,MLI,,https://en.wikipedia.org/wiki/Quad_City_International_Airport,
40581,3697,KMLU,medium_airport,Monroe Regional Airport,32.510899,-92.037697,79.0,,US,US-LA,Monroe,yes,KMLU,MLU,KMLU,MLU,,https://en.wikipedia.org/wiki/Monroe_Regional_Airport,
40601,3700,KMOB,medium_airport,Mobile Regional Airport,30.6912,-88.242798,219.0,,US,US-AL,Mobile,yes,KMOB,MOB,KMOB,MOB,http://www.mobairport.com/,https://en.wikipedia.org/wiki/Mobile_Regional_Airport,
40605,3702,KMOT,medium_airport,Minot International Airport,48.25801,-101.279123,1716.0,,US,US-ND,Minot,yes,KMOT,MOT,KMOT,MOT,,https://en.wikipedia.org/wiki/Minot_International_Airport,
40628,3705,KMRY,medium_airport,Monterey Regional Airport,36.586777,-121.844183,257.0,,US,US-CA,Monterey,yes,KMRY,MRY,KMRY,MRY,https://montereyairport.com,https://en.wikipedia.org/wiki/Monterey_Peninsula_Airport,Monterey Peninsula Airport
40630,3707,KMSN,medium_airport,Dane County Regional Truax Field,43.1399,-89.337502,887.0,,US,US-WI,Madison,yes,KMSN,MSN,KMSN,MSN,,https://en.wikipedia.org/wiki/Dane_County_Regional_Airport,
40631,3708,KMSO,medium_airport,Missoula Montana Airport,46.915816,-114.091107,3206.0,,US,US-MT,Missoula,yes,KMSO,MSO,KMSO,MSO,https://flymissoula.com,https://en.wikipedia.org/wiki/Missoula_International_Airport,
40632,3709,KMSP,large_airport,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.880081,-93.221741,841.0,,US,US-MN,Minneapolis,yes,KMSP,MSP,KMSP,MSP,https://www.mspairport.com/,https://en.wikipedia.org/wiki/Minneapolis–Saint_Paul_International_Airport,
40635,3711,KMSY,large_airport,Louis Armstrong New Orleans International Airport,29.993401,-90.264673,4.0,,US,US-LA,New Orleans,yes,KMSY,MSY,KMSY,MSY,https://flymsy.com/,https://en.wikipedia.org/wiki/Louis_Armstrong_New_Orleans_International_Airport,
40638,20565,KMTJ,medium_airport,Montrose Regional Airport,38.5098,-107.893997,5759.0,,US,US-CO,Montrose,yes,KMTJ,MTJ,KMTJ,MTJ,https://montroseairport.com/,https://en.wikipedia.org/wiki/Montrose_Regional_Airport,
40654,20578,KMVY,small_airport,Martha's Vineyard Airport,41.3931007385,-70.6143035889,67.0,,US,US-MA,Martha's Vineyard,yes,KMVY,MVY,KMVY,MVY,,https://en.wikipedia.org/wiki/Martha's_Vineyard_Airport,
40670,3717,KMYR,large_airport,Myrtle Beach International Airport,33.679699,-78.928299,25.0,,US,US-SC,Myrtle Beach,yes,KMYR,MYR,KMYR,MYR,https://www.flymyrtlebeach.com,https://en.wikipedia.org/wiki/Myrtle_Beach_International_Airport,
40769,3961,KNYL,medium_airport,Yuma International Airport / Marine Corps Air Station Yuma,32.650938,-114.609375,213.0,,US,US-AZ,Yuma,yes,KNYL,YUM,KNYL,NYL,,https://en.wikipedia.org/wiki/Yuma_International_Airport,"Yuma MCAS, Yuma Marine Corps Air Station, Formerly KYUM"
40808,20709,KOAJ,medium_airport,Albert J Ellis Airport,34.829201,-77.612099,94.0,,US,US-NC,Richlands,yes,KOAJ,OAJ,KOAJ,OAJ,https://flyoaj.com/,https://en.wikipedia.org/wiki/Albert_J._Ellis_Airport,
40809,3744,KOAK,large_airport,Oakland San Francisco Bay Airport,37.720085,-122.221184,9.0,,US,US-CA,Oakland,yes,KOAK,OAK,KOAK,OAK,https://www.iflyoak.com/,https://en.wikipedia.org/wiki/Oakland_International_Airport,Metro Oakland International
40836,3747,KOKC,large_airport,OKC Will Rogers World Airport,35.393388,-97.598248,1295.0,,US,US-OK,Oklahoma City,yes,KOKC,OKC,KOKC,OKC,https://flyokc.com/,https://en.wikipedia.org/wiki/Will_Rogers_World_Airport,
40853,3751,KOMA,large_airport,Eppley Airfield,41.3032,-95.894096,984.0,,US,US-NE,Omaha,yes,KOMA,OMA,KOMA,OMA,https://www.flyoma.com,https://en.wikipedia.org/wiki/Eppley_Airfield,
40862,3752,KONT,large_airport,Ontario International Airport,34.056,-117.600998,944.0,,US,US-CA,Ontario,yes,KONT,ONT,KONT,ONT,https://www.flyontario.com/,https://en.wikipedia.org/wiki/LA/Ontario_International_Airport,
40874,3754,KORD,large_airport,Chicago O'Hare International Airport,41.9786,-87.9048,680.0,,US,US-IL,Chicago,yes,KORD,ORD,KORD,ORD,https://www.flychicago.com/ohare/home/pages/default.aspx,https://en.wikipedia.org/wiki/O'Hare_International_Airport,"CHI, Orchard Place"
40876,3755,KORF,large_airport,Norfolk International Airport,36.895341,-76.201,26.0,,US,US-VA,Norfolk,yes,KORF,ORF,KORF,ORF,https://www.norfolkairport.com/,https://en.wikipedia.org/wiki/Norfolk_International_Airport,
40878,3756,KORH,medium_airport,Worcester Regional Airport,42.2673,-71.875702,1009.0,,US,US-MA,Worcester,yes,KORH,ORH,KORH,ORH,,https://en.wikipedia.org/wiki/Worcester-Metrowest-Boston_Airport,
40888,3759,KOTH,medium_airport,Southwest Oregon Regional Airport,43.41709899902344,-124.24600219726562,17.0,,US,US-OR,North Bend,yes,KOTH,OTH,KOTH,OTH,,https://en.wikipedia.org/wiki/Southwest_Oregon_Regional_Airport,
41013,3763,KPAE,medium_airport,Seattle Paine Field International Airport,47.9063,-122.281998,606.0,,US,US-WA,Everett,yes,KPAE,PAE,KPAE,PAE,https://painefield.com,https://en.wikipedia.org/wiki/Paine_Field,"Snohomish County, Snohomish County Airport, Paine Field"
41014,3764,KPAH,medium_airport,Barkley Regional Airport,37.06079864501953,-88.7738037109375,410.0,,US,US-KY,Paducah,yes,KPAH,PAH,KPAH,PAH,,https://en.wikipedia.org/wiki/Barkley_Regional_Airport,
41020,20808,KPBG,medium_airport,Plattsburgh International Airport,44.650902,-73.468102,234.0,,US,US-NY,Plattsburgh,yes,KPBG,PBG,KPBG,PBG,http://www.plattsburghinternationalairport.com/,https://en.wikipedia.org/wiki/Plattsburgh_International_Airport,Plattsburgh Air Force Base
41022,3766,KPBI,large_airport,Palm Beach International Airport,26.683201,-80.095596,19.0,,US,US-FL,West Palm Beach,yes,KPBI,PBI,KPBI,PBI,https://www.pbia.org/,https://en.wikipedia.org/wiki/Palm_Beach_International_Airport,"MFW, South Florida"
41031,3768,KPDX,large_airport,Portland International Airport,45.588699,-122.598,31.0,,US,US-OR,Portland,yes,KPDX,PDX,KPDX,PDX,https://www.flypdx.com/,https://en.wikipedia.org/wiki/Portland_International_Airport,
41039,20822,KPGD,medium_airport,Punta Gorda Airport,26.9202,-81.990501,26.0,,US,US-FL,Punta Gorda,yes,KPGD,PGD,KPGD,PGD,http://www.flypgd.com/,https://en.wikipedia.org/wiki/Punta_Gorda_Airport_(Florida),"Charlotte County, Punta Gorda AAF"
41043,3770,KPHF,medium_airport,Newport News Williamsburg International Airport,37.131901,-76.492996,42.0,,US,US-VA,Newport News,yes,KPHF,PHF,KPHF,PHF,,https://en.wikipedia.org/wiki/Newport_News/Williamsburg_International_Airport,
41047,3771,KPHL,large_airport,Philadelphia International Airport,39.871899,-75.241096,36.0,,US,US-PA,Philadelphia,yes,KPHL,PHL,KPHL,PHL,http://www.phl.org/,https://en.wikipedia.org/wiki/Philadelphia_International_Airport,
41051,3772,KPHX,large_airport,Phoenix Sky Harbor International Airport,33.435302,-112.005905,1135.0,,US,US-AZ,Phoenix,yes,KPHX,PHX,KPHX,PHX,http://phoenix.gov/skyharborairport/,https://en.wikipedia.org/wiki/Phoenix_Sky_Harbor_International_Airport,
41052,3773,KPIA,medium_airport,General Wayne A. Downing Peoria International Airport,40.663841,-89.692631,660.0,,US,US-IL,Peoria,yes,KPIA,PIA,KPIA,PIA,,https://en.wikipedia.org/wiki/General_Wayne_A._Downing_Peoria_International_Airport,Peoria International Airport
41053,3774,KPIB,medium_airport,Hattiesburg Laurel Regional Airport,31.4671,-89.337097,298.0,,US,US-MS,Moselle,yes,KPIB,PIB,KPIB,PIB,,https://en.wikipedia.org/wiki/Hattiesburg-Laurel_Regional_Airport,
41054,3775,KPIE,large_airport,St. Petersburg Clearwater International Airport,27.9102,-82.687401,11.0,,US,US-FL,Pinellas Park,yes,KPIE,PIE,KPIE,PIE,,https://en.wikipedia.org/wiki/St._Petersburg-Clearwater_International_Airport,
41055,3776,KPIH,medium_airport,Pocatello Regional Airport,42.9098014831543,-112.59600067138672,4452.0,,US,US-ID,Pocatello,yes,KPIH,PIH,KPIH,PIH,,https://en.wikipedia.org/wiki/Pocatello_Regional_Airport,
41058,3777,KPIR,medium_airport,Pierre Regional Airport,44.38270187,-100.2860031,1744.0,,US,US-SD,Pierre,yes,KPIR,PIR,KPIR,PIR,,https://en.wikipedia.org/wiki/Pierre_Regional_Airport,
41059,3778,KPIT,large_airport,Pittsburgh International Airport,40.491501,-80.232903,1203.0,,US,US-PA,Pittsburgh,yes,KPIT,PIT,KPIT,PIT,https://flypittsburgh.com/,https://en.wikipedia.org/wiki/Pittsburgh_International_Airport,
41069,3781,KPLN,medium_airport,Pellston Regional Airport of Emmet County Airport,45.57089996,-84.79669952,721.0,,US,US-MI,Pellston,yes,KPLN,PLN,KPLN,PLN,,https://en.wikipedia.org/wiki/Pellston_Regional_Airport,
41084,3783,KPNS,large_airport,Pensacola International Airport,30.472718,-87.186639,121.0,,US,US-FL,Pensacola,yes,KPNS,PNS,KPNS,PNS,http://www.flypensacola.com/,https://en.wikipedia.org/wiki/Pensacola_Regional_Airport,
41098,3787,KPQI,medium_airport,Presque Isle International Airport,46.688999,-68.0448,534.0,,US,US-ME,Presque Isle,yes,KPQI,PQI,KPQI,PQI,https://flypresqueisle.com,https://en.wikipedia.org/wiki/Presque_Isle_International_Airport,Northern Maine Regional
41103,3789,KPRC,medium_airport,Prescott Regional Airport - Ernest A. Love Field,34.653502,-112.419883,5045.0,,US,US-AZ,Prescott,yes,KPRC,PRC,KPRC,PRC,,https://en.wikipedia.org/wiki/Ernest_A._Love_Field,
41111,20870,KPSC,medium_airport,Tri Cities Airport,46.264702,-119.119003,410.0,,US,US-WA,Pasco,yes,KPSC,PSC,KPSC,PSC,,https://en.wikipedia.org/wiki/Tri-Cities_Airport_(Washington),
41114,3791,KPSM,medium_airport,Portsmouth International Airport at Pease,43.0779,-70.823303,100.0,,US,US-NH,Portsmouth,yes,KPSM,PSM,KPSM,PSM,https://flypsmairport.com,https://en.wikipedia.org/wiki/Pease_International_Airport,
41117,3792,KPSP,large_airport,Palm Springs International Airport,33.8297,-116.507004,477.0,,US,US-CA,Palm Springs,yes,KPSP,PSP,KPSP,PSP,http://www.palmspringsca.gov/index.aspx?page=270,https://en.wikipedia.org/wiki/Palm_Springs_International_Airport,Palm Springs Air Base
41133,3795,KPVD,large_airport,Rhode Island T. F. Green International Airport,41.725038,-71.425668,55.0,,US,US-RI,Providence/Warwick,yes,KPVD,PVD,KPVD,PVD,https://flyri.com/,https://en.wikipedia.org/wiki/T._F._Green_Airport,
41138,20890,KPVU,medium_airport,Provo Municipal Airport,40.218894,-111.722445,4497.0,,US,US-UT,Provo,yes,KPVU,PVU,KPVU,PVU,https://airport.provo.gov/,https://en.wikipedia.org/wiki/Provo_Municipal_Airport,
41145,3796,KPWM,large_airport,Portland International Jetport,43.646198,-70.309303,76.0,,US,US-ME,Portland,yes,KPWM,PWM,KPWM,PWM,https://portlandjetport.org/,https://en.wikipedia.org/wiki/Portland_International_Jetport,
42281,3838,KRAP,medium_airport,Rapid City Regional Airport,44.0452995300293,-103.05699920654295,3204.0,,US,US-SD,Rapid City,yes,KRAP,RAP,KRAP,RAP,,https://en.wikipedia.org/wiki/Rapid_City_Regional_Airport,
42299,3841,KRDD,medium_airport,Redding Municipal Airport,40.50899887,-122.2929993,505.0,,US,US-CA,Redding,yes,KRDD,RDD,KRDD,RDD,,https://en.wikipedia.org/wiki/Redding_Municipal_Airport,
42302,3843,KRDM,medium_airport,Roberts Field,44.254101,-121.150002,3080.0,,US,US-OR,Redmond,yes,KRDM,RDM,KRDM,RDM,,https://en.wikipedia.org/wiki/Roberts_Field,
42304,3844,KRDU,large_airport,Raleigh-Durham International Airport,35.878659,-78.7873,435.0,,US,US-NC,Raleigh/Durham,yes,KRDU,RDU,KRDU,RDU,https://www.rdu.com/,https://en.wikipedia.org/wiki/Raleigh-Durham_International_Airport,
42308,3845,KRFD,medium_airport,Chicago Rockford International Airport,42.1954,-89.097198,742.0,,US,US-IL,Chicago/Rockford,yes,KRFD,RFD,KRFD,RFD,,https://en.wikipedia.org/wiki/Chicago/Rockford_International_Airport,
42312,3846,KRHI,medium_airport,Rhinelander Oneida County Airport,45.63119888305664,-89.46749877929688,1624.0,,US,US-WI,Rhinelander,yes,KRHI,RHI,KRHI,RHI,,https://en.wikipedia.org/wiki/Rhinelander-Oneida_County_Airport,
42315,3847,KRIC,large_airport,Richmond International Airport,37.505199,-77.319702,167.0,,US,US-VA,Richmond,yes,KRIC,RIC,KRIC,RIC,https://flyrichmond.com/,https://en.wikipedia.org/wiki/Richmond_International_Airport,
42322,20933,KRIW,medium_airport,Central Wyoming Regional Airport,43.064201,-108.459999,5525.0,,US,US-WY,Riverton,yes,KRIW,RIW,KRIW,RIW,https://centralwyomingairport.com/,https://en.wikipedia.org/wiki/Central_Wyoming_Regional_Airport,
42328,3850,KRKS,medium_airport,Southwest Wyoming Regional Airport,41.5942,-109.065001,6764.0,,US,US-WY,Rock Springs,yes,KRKS,RKS,KRKS,RKS,,https://en.wikipedia.org/wiki/Rock_Springs_-_Sweetwater_County_Airport,Rock Springs Sweetwater County
42339,3853,KRNO,large_airport,Reno Tahoe International Airport,39.4991,-119.767998,4415.0,,US,US-NV,Reno,yes,KRNO,RNO,KRNO,RNO,https://www.renoairport.com/,https://en.wikipedia.org/wiki/Reno-Tahoe_International_Airport,
42343,3854,KROA,medium_airport,Roanoke–Blacksburg Regional Airport,37.3255,-79.975403,1175.0,,US,US-VA,Roanoke,yes,KROA,ROA,KROA,ROA,http://www.flyroa.com,https://en.wikipedia.org/wiki/Roanoke%E2%80%93Blacksburg_Regional_Airport,Woodrum Field
42344,3855,KROC,large_airport,Frederick Douglass Greater Rochester International Airport,43.1189,-77.672401,559.0,,US,US-NY,Rochester,yes,KROC,ROC,KROC,ROC,https://rocairport.com/,https://en.wikipedia.org/wiki/Greater_Rochester_International_Airport,
42347,3856,KROW,medium_airport,Roswell Air Center Airport,33.301601,-104.530998,3671.0,,US,US-NM,Roswell,yes,KROW,ROW,KROW,ROW,,https://en.wikipedia.org/wiki/Roswell_International_Air_Center,"Roswell Army Air Field, Walker Air Force Base"
42362,3857,KRST,medium_airport,Rochester International Airport,43.908298,-92.5,1317.0,,US,US-MN,Rochester,yes,KRST,RST,KRST,RST,,https://en.wikipedia.org/wiki/Rochester_International_Airport,
42364,3858,KRSW,large_airport,Southwest Florida International Airport,26.534685,-81.752816,30.0,,US,US-FL,Fort Myers,yes,KRSW,RSW,KRSW,RSW,http://www.flylcpa.com/,https://en.wikipedia.org/wiki/Southwest_Florida_International_Airport,
42433,21033,KSAF,medium_airport,Santa Fe Municipal Airport,35.6171,-106.088997,6348.0,,US,US-NM,Santa Fe,yes,KSAF,SAF,KSAF,SAF,https://flysantafe.com/flights/airlines/,https://en.wikipedia.org/wiki/Santa_Fe_Regional_Airport,
42434,3862,KSAN,large_airport,San Diego International Airport,32.733601,-117.190002,17.0,,US,US-CA,San Diego,yes,KSAN,SAN,KSAN,SAN,http://www.san.org/,https://en.wikipedia.org/wiki/San_Diego_International_Airport,Lindbergh Field
42437,3863,KSAT,large_airport,San Antonio International Airport,29.533701,-98.469803,809.0,,US,US-TX,San Antonio,yes,KSAT,SAT,KSAT,SAT,https://www.sanantonio.gov/aviation,https://en.wikipedia.org/wiki/San_Antonio_International_Airport,
42438,3864,KSAV,large_airport,Savannah Hilton Head International Airport,32.126591,-81.19998,50.0,,US,US-GA,Savannah,yes,KSAV,SAV,KSAV,SAV,https://savannahairport.com/,https://en.wikipedia.org/wiki/Savannah/Hilton_Head_International_Airport,
42439,3865,KSAW,medium_airport,Marquette/Sawyer International Airport,46.351498,-87.395884,1221.0,,US,US-MI,Gwinn,yes,KSAW,MQT,KSAW,SAW,http://www.sawyerairport.com/,https://en.wikipedia.org/wiki/Sawyer_International_Airport,
